amount,is_in_contacts,hour_of_day,is_new_receiver,label
3743.29,0,3,1,1
2875.41,0,3,1,1
1048.94,0,14,1,0
776.9,1,14,1,0
996.34,0,17,1,0
825.33,1,13,1,0
6048.96,0,0,1,1
1723.9,1,9,1,0
238.33,0,19,1,0
10000.0,1,9,1,0
8609.28,0,9,1,1
10000.0,1,23,1,0
10000.0,0,1,1,1
764.13,0,7,1,1
2018.33,0,0,1,1
5679.21,0,0,1,1
4763.18,0,3,1,1
668.45,1,6,1,0
6767.65,1,8,1,0
1016.68,0,15,1,0
1013.47,1,4,1,0
3079.89,0,1,1,1
3595.18,0,22,1,0
3470.82,1,10,1,0
383.78,1,17,1,0
8397.3,1,18,1,0
1234.81,0,12,1,0
554.82,1,23,1,0
8783.83,0,10,1,1
10000.0,0,19,1,1
7925.71,0,18,1,1
6632.75,1,16,1,0
4259.65,1,4,1,0
3201.66,1,12,1,0
364.02,0,19,1,1
2100.06,0,0,1,1
1865.25,0,9,1,0
1203.09,0,7,1,0
5141.02,0,23,1,1
2739.73,1,7,1,0
338.08,0,18,1,0
994.79,0,5,1,1
4598.68,0,11,1,0
316.74,0,6,1,0
7620.79,0,15,1,1
2733.95,1,8,1,0
2620.22,1,20,1,0
3589.95,1,21,1,0
6964.59,0,9,1,1
1709.67,0,9,1,0
4533.02,0,9,1,0
3336.37,1,19,1,0
1242.59,1,15,1,0
8435.65,0,0,1,1
6386.6,0,16,1,1
4297.07,0,20,1,0
7604.02,1,13,1,0
8078.48,1,18,1,0
4928.98,0,20,1,0
7256.35,0,20,1,1
4782.32,0,16,1,0
4559.5,0,13,1,0
3855.75,0,7,1,0
5588.88,0,20,1,1
690.78,1,20,1,0
8510.19,1,8,1,0
8218.01,0,7,1,1
118.73,1,12,1,0
6990.59,0,16,1,1
551.86,0,18,1,0
1632.59,0,6,1,0
5442.64,0,16,1,1
701.03,0,0,1,0
6814.27,0,4,1,1
7138.36,0,5,1,1
2832.78,1,1,1,0
25.63,0,15,1,0
1353.31,0,21,1,0
3838.12,0,4,1,1
10000.0,1,4,1,0
3996.66,0,11,1,0
1203.36,1,2,1,0
4020.55,0,15,1,0
3105.99,0,5,1,1
6053.7,0,14,1,1
452.59,0,14,1,0
5725.63,0,15,1,1
3117.14,0,19,1,0
10000.0,0,12,1,1
1673.42,0,11,1,0
4005.45,0,9,1,0
10000.0,1,13,1,0
432.61,0,1,1,1
10000.0,1,2,1,1
4657.54,1,8,1,0
280.99,0,10,1,0
1432.21,0,10,1,0
4926.36,0,21,1,0
278.9,1,9,1,0
3490.73,1,13,1,0
1697.88,1,8,1,0
3879.98,1,19,1,0
187.28,1,20,1,0
8208.45,0,9,1,1
10000.0,0,21,1,1
10000.0,1,8,1,0
5539.61,0,4,1,1
557.44,0,7,1,0
5679.62,1,10,1,0
99.58,0,0,1,1
89.49,1,20,1,0
1563.94,1,9,1,0
2682.75,0,0,1,1
5885.8,1,21,1,0
4599.14,0,6,1,0
2361.66,0,13,1,0
1278.76,0,4,1,1
10000.0,0,16,1,1
2221.77,0,21,1,0
2401.45,0,20,1,0
714.71,0,5,1,1
6335.27,0,15,1,1
4732.53,1,10,1,0
997.79,1,9,1,0
343.89,0,14,1,0
4563.98,0,6,1,0
4251.18,0,22,1,0
1276.74,0,1,1,1
10000.0,1,11,1,0
655.06,1,18,1,0
2264.89,0,11,1,0
10000.0,0,15,1,1
2177.03,0,5,1,1
4070.26,1,2,1,0
2027.3,0,1,1,1
1282.01,1,19,1,0
10000.0,1,4,1,0
2106.02,0,10,1,0
8981.01,0,2,1,1
1045.22,1,2,1,0
958.64,0,21,1,0
126.52,0,4,1,1
4218.38,0,21,1,0
1838.8,1,22,1,0
7990.95,1,10,1,0
2563.81,1,2,1,0
10000.0,1,12,1,0
820.85,1,20,1,0
8118.74,1,7,1,0
5995.11,0,19,1,1
5894.77,0,9,1,1
7451.73,1,1,1,0
5725.57,1,3,1,0
3936.36,1,17,1,0
562.78,0,18,1,0
132.27,1,3,1,0
10000.0,1,19,1,0
3835.23,0,8,1,0
6369.09,0,15,1,1
2627.43,0,5,1,1
499.12,0,3,1,1
534.97,0,8,1,0
4627.92,0,12,1,0
2250.62,0,8,1,0
895.2,1,5,1,0
2705.9,1,20,1,0
265.45,1,18,1,0
3488.82,0,13,1,0
1253.33,0,20,1,0
6389.23,1,14,1,0
1486.35,0,2,1,1
2429.49,1,4,1,0
46.75,1,20,1,0
300.82,0,17,1,0
1993.57,1,13,1,0
2615.24,0,15,1,0
3665.37,0,13,1,0
1379.34,1,8,1,0
4749.54,0,14,1,0
7867.95,1,6,1,0
6053.8,0,13,1,1
161.7,0,5,1,1
2619.61,0,20,1,0
443.41,1,14,1,0
1108.53,0,19,1,0
10000.0,0,7,1,1
614.92,1,1,1,0
2763.7,0,7,1,0
3850.97,1,0,1,0
4848.89,0,16,1,0
3280.73,1,18,1,0
39.28,1,4,1,0
1580.84,0,21,1,0
2916.85,0,19,1,0
367.88,1,15,1,0
1726.99,0,6,1,0
135.07,1,6,1,0
327.35,0,17,1,0
2022.84,0,17,1,0
569.55,0,1,1,1
3353.07,1,14,1,0
4677.83,0,13,1,0
6449.5,1,17,1,0
893.33,1,8,1,0
733.2,0,13,1,0
441.8,0,4,1,1
4047.14,1,10,1,0
4903.18,0,7,1,0
128.38,1,4,1,0
10000.0,0,10,1,1
213.48,0,4,1,1
3117.4,1,16,1,0
4938.56,0,21,1,0
8190.81,0,3,1,1
5008.27,0,14,1,1
6472.46,0,18,1,1
1658.73,0,21,1,0
6745.82,1,1,1,0
334.03,0,23,1,1
9008.2,0,16,1,1
3172.69,1,11,1,0
6799.59,0,23,1,1
2408.24,0,16,1,0
4126.56,1,9,1,0
2989.59,1,17,1,0
5260.95,0,18,1,1
340.62,1,17,1,0
249.0,0,12,1,0
1135.31,1,13,1,0
695.25,0,23,1,0
8216.14,0,15,1,1
989.82,0,17,1,0
10000.0,0,17,1,1
1643.29,0,15,1,0
804.15,1,16,1,0
6236.85,0,6,1,1
4300.06,0,11,1,0
2758.18,0,1,1,1
3241.99,0,9,1,0
5080.48,1,4,1,0
1037.44,0,20,1,0
10000.0,0,2,1,1
10000.0,0,18,1,1
4203.01,1,12,1,0
890.29,0,11,1,0
4560.59,0,2,1,1
299.75,0,5,1,1
124.53,0,13,1,0
1191.92,0,3,1,1
2484.22,1,12,1,0
8108.08,1,18,1,0
5195.61,1,17,1,0
5430.15,0,2,1,1
2216.97,0,19,1,0
1698.19,0,5,1,1
1854.74,1,15,1,0
10000.0,0,19,1,1
163.74,1,23,1,0
8070.57,0,2,1,1
3457.41,0,11,1,0
2309.4,0,18,1,0
5167.69,0,18,1,1
2667.34,1,23,1,0
8267.63,1,3,1,0
9238.51,0,0,1,1
2190.79,0,1,1,1
1296.43,1,12,1,0
3589.39,1,12,1,0
9738.22,0,1,1,1
946.24,0,18,1,0
3901.69,0,21,1,0
3993.91,0,23,1,0
5283.72,0,15,1,1
564.26,0,11,1,0
5032.66,0,0,1,1
9589.01,0,8,1,1
792.26,0,16,1,0
1084.84,1,9,1,0
10000.0,1,17,1,0
798.57,0,18,1,0
7707.16,1,6,1,0
2711.28,1,18,1,0
1135.99,0,23,1,0
8184.02,0,14,1,1
2357.35,1,8,1,0
2892.92,1,9,1,0
1780.36,1,22,1,0
3595.29,1,19,1,0
714.23,1,19,1,0
1984.28,0,3,1,1
10000.0,0,5,1,1
1194.34,0,3,1,1
4277.03,0,4,1,1
1573.3,1,8,1,0
5939.57,0,11,1,1
561.07,1,22,1,0
10000.0,0,7,1,1
2419.0,0,20,1,0
1077.01,0,4,1,1
305.35,0,10,1,0
744.15,1,22,1,0
2933.99,1,10,1,0
1643.94,1,12,1,0
7061.64,0,13,1,1
2254.71,0,7,1,0
1143.88,0,17,1,0
3840.4,0,18,1,0
4907.29,1,11,1,0
731.09,1,11,1,0
733.86,1,17,1,0
149.44,0,9,1,0
5333.32,1,6,1,0
4360.25,0,17,1,0
2574.62,1,11,1,0
7435.97,0,13,1,1
6552.79,0,14,1,1
3521.32,0,15,1,0
8108.04,1,1,1,0
921.89,0,17,1,0
474.77,0,11,1,0
1257.47,1,15,1,0
235.12,0,12,1,0
3030.06,0,19,1,0
10000.0,0,16,1,1
160.55,0,17,1,0
520.94,1,2,1,0
2407.37,1,22,1,0
10000.0,0,9,1,1
1520.1,1,0,1,0
2830.89,0,5,1,1
169.85,0,2,1,1
642.29,0,18,1,0
10000.0,0,3,1,1
10000.0,0,19,1,1
19.81,1,22,1,0
10000.0,1,2,1,1
4076.84,0,7,1,0
8097.34,0,7,1,1
2425.97,1,6,1,0
2899.34,1,1,1,0
2684.34,1,20,1,0
4396.82,0,5,1,1
601.67,1,15,1,0
121.73,0,9,1,0
1472.27,0,3,1,1
4878.79,0,12,1,0
901.85,0,9,1,0
4476.47,0,20,1,0
10000.0,0,13,1,1
394.43,0,8,1,0
4466.32,1,10,1,0
2346.15,0,22,1,0
8104.13,0,17,1,1
779.92,0,10,1,0
4718.76,1,16,1,0
7283.48,0,1,1,1
10000.0,0,2,1,1
4598.54,0,10,1,0
2750.05,1,17,1,0
3847.74,1,2,1,0
8127.33,0,14,1,1
3381.56,0,10,1,0
123.43,1,10,1,0
10000.0,0,19,1,1
4678.63,1,10,1,0
4514.39,0,18,1,0
971.73,0,0,1,1
4302.15,0,4,1,1
2002.61,0,9,1,0
4213.4,1,9,1,0
450.85,1,13,1,0
4289.97,0,1,1,0
10000.0,1,3,1,0
197.65,0,1,1,0
10000.0,0,17,1,1
2089.62,0,12,1,0
8184.13,1,18,1,0
6100.12,1,4,1,0
3348.22,1,19,1,0
5364.51,1,1,1,0
8431.88,1,10,1,0
2071.0,1,17,1,0
1584.24,1,5,1,0
4405.59,1,22,1,0
6597.83,0,9,1,1
5746.73,0,21,1,1
6394.26,0,22,1,1
2287.85,0,16,1,0
6811.35,0,21,1,1
512.28,0,10,1,0
3145.34,1,18,1,0
23.1,0,16,1,0
1569.72,0,23,1,0
1825.74,0,3,1,0
2017.87,1,23,1,0
4755.91,0,13,1,0
1967.74,0,19,1,0
2381.86,1,3,1,0
1084.84,1,13,1,0
1868.84,0,3,1,1
1031.3,0,5,1,1
304.05,0,8,1,0
3699.8,1,20,1,0
4413.05,0,11,1,0
3864.97,0,7,1,0
2490.71,0,23,1,0
1910.76,0,3,1,1
7960.85,1,4,1,0
2928.23,0,5,1,1
2609.42,0,4,1,1
103.91,0,18,1,0
1669.63,0,7,1,0
1913.41,0,8,1,0
2035.46,1,14,1,0
3471.64,1,3,1,0
3050.87,1,8,1,0
3745.01,1,6,1,0
5790.69,1,7,1,0
6706.28,0,14,1,1
5065.14,1,18,1,0
10000.0,1,14,1,0
73.6,1,4,1,0
871.52,0,18,1,0
30.37,0,6,1,0
4170.53,1,5,1,0
9132.33,1,18,1,0
1116.12,1,16,1,0
10000.0,0,9,1,1
248.64,0,18,1,0
10000.0,0,10,1,1
1733.13,1,14,1,0
427.76,0,9,1,0
2661.13,0,10,1,0
1187.03,1,22,1,0
1341.18,0,2,1,1
1468.58,1,2,1,0
6498.73,0,17,1,1
3098.83,1,10,1,0
1491.84,0,19,1,0
3769.86,1,21,1,0
5037.25,1,17,1,0
1273.25,0,14,1,0
2134.67,0,6,1,0
519.92,0,9,1,0
799.41,1,20,1,0
4571.73,1,22,1,0
800.83,0,19,1,0
2979.14,1,9,1,0
4938.36,0,12,1,0
452.12,1,14,1,0
3350.96,1,22,1,0
1185.88,0,17,1,0
10000.0,0,22,1,1
2643.07,0,3,1,1
6559.43,0,19,1,1
3196.04,0,16,1,0
177.53,0,2,1,1
4011.22,0,20,1,0
10000.0,0,20,1,1
3681.31,0,1,1,1
6841.21,0,3,1,1
8623.79,0,0,1,1
1035.5,1,14,1,0
953.26,1,0,1,0
3776.51,0,5,1,1
2117.51,0,6,1,0
7326.86,1,18,1,0
9211.27,1,11,1,0
1744.24,0,0,1,1
1081.31,0,6,1,0
6066.08,0,18,1,1
1285.26,0,12,1,0
6917.72,0,11,1,1
2204.77,0,11,1,0
4405.06,1,21,1,0
401.65,0,12,1,0
3911.17,0,13,1,0
2404.22,0,21,1,0
3533.44,0,11,1,0
735.76,0,19,1,0
5340.49,0,11,1,1
7945.18,1,5,1,0
977.16,0,9,1,0
402.44,1,19,1,0
95.69,1,23,1,0
4108.57,0,8,1,0
3736.74,0,1,1,1
3164.78,0,6,1,0
1055.59,1,8,1,0
1983.13,1,11,1,0
3610.3,1,4,1,0
2746.81,0,0,1,0
10000.0,1,21,1,0
586.77,0,14,1,0
4751.67,0,7,1,0
2072.2,0,0,1,1
2235.86,0,17,1,0
5057.69,1,12,1,0
4716.29,0,0,1,1
10000.0,0,4,1,1
549.67,0,17,1,0
439.75,1,15,1,0
5154.33,1,9,1,0
3454.67,0,3,1,1
1281.71,0,0,1,1
331.0,0,22,1,0
358.2,1,7,1,0
8984.47,0,4,1,1
852.12,0,1,1,1
1562.53,0,23,1,1
1028.13,0,16,1,0
1754.0,1,6,1,0
287.81,0,16,1,0
2928.05,0,5,1,1
280.03,0,21,1,0
6444.89,0,14,1,1
1064.79,1,4,1,0
3106.22,0,14,1,0
8483.69,1,17,1,0
4209.33,1,17,1,0
3045.34,0,20,1,0
1568.22,0,20,1,0
1619.87,0,22,1,0
4428.44,1,5,1,0
10000.0,0,1,1,1
4336.93,0,16,1,0
3263.82,0,20,1,0
5246.98,1,3,1,0
2503.49,0,11,1,0
248.11,0,18,1,0
3304.86,0,1,1,1
10000.0,0,1,1,1
770.96,1,13,1,0
4684.8,0,14,1,0
897.25,1,19,1,0
3070.0,1,1,1,0
406.7,0,3,1,1
2394.05,1,18,1,0
5645.03,0,8,1,1
1708.22,0,6,1,0
4373.45,1,12,1,0
6347.77,0,11,1,1
10000.0,1,2,1,0
1069.65,0,12,1,0
2038.74,1,14,1,0
661.46,0,13,1,0
10000.0,0,23,1,1
10000.0,0,8,1,1
3105.74,1,12,1,0
7381.48,1,22,1,0
2943.87,0,21,1,0
3908.26,1,3,1,0
373.4,0,20,1,0
5630.41,0,7,1,1
546.55,1,2,1,0
6996.35,1,1,1,0
6093.56,1,18,1,0
4934.22,1,22,1,0
147.32,0,7,1,0
1444.62,1,16,1,0
1221.28,0,12,1,0
1786.0,0,6,1,0
366.89,0,8,1,0
10000.0,0,11,1,1
3227.97,0,13,1,0
1458.39,0,13,1,0
2023.23,0,14,1,0
2371.05,0,2,1,1
3671.11,0,14,1,0
2900.03,0,18,1,0
10000.0,0,23,1,1
2748.37,1,19,1,0
10000.0,1,13,1,1
7626.66,1,7,1,0
935.35,0,4,1,0
10000.0,1,18,1,0
494.85,0,3,1,0
6802.92,0,13,1,1
1916.17,0,15,1,0
8414.1,1,19,1,0
8101.53,0,23,1,1
6558.05,0,5,1,1
6243.17,0,22,1,1
1453.53,1,5,1,0
337.53,1,2,1,0
2063.22,0,14,1,0
762.34,0,2,1,1
4749.13,0,10,1,0
1699.2,1,2,1,0
10000.0,0,9,1,1
4097.42,1,17,1,0
6914.7,0,0,1,1
568.67,1,15,1,0
7922.43,0,15,1,1
10000.0,0,9,1,1
2670.4,0,0,1,1
3728.19,0,3,1,1
5789.44,0,2,1,1
768.71,1,4,1,0
2793.17,0,11,1,0
2034.4,1,11,1,0
633.05,1,12,1,0
1832.52,0,23,1,0
282.43,1,11,1,0
104.6,1,15,1,0
580.87,0,12,1,0
10000.0,1,4,1,1
3189.85,0,23,1,0
10000.0,0,3,1,1
2266.04,1,20,1,0
1494.8,0,14,1,0
2822.03,0,11,1,0
2315.79,0,18,1,0
446.7,1,20,1,0
4095.8,1,18,1,0
973.58,0,20,1,0
3866.0,1,10,1,0
4201.59,1,20,1,0
659.62,0,5,1,1
253.25,0,8,1,0
6070.38,1,0,1,0
2463.27,1,11,1,0
239.7,1,13,1,0
10000.0,0,5,1,1
238.07,0,0,1,1
4750.24,0,21,1,0
10000.0,0,1,1,1
1093.43,0,23,1,1
613.77,1,10,1,0
517.63,0,2,1,1
1445.46,1,9,1,0
426.09,0,5,1,1
4712.72,0,5,1,1
257.27,0,19,1,0
2848.69,0,20,1,0
10000.0,0,1,1,1
6727.4,1,23,1,0
3820.33,1,9,1,0
1462.6,0,22,1,0
3911.56,0,5,1,1
2994.99,1,22,1,0
2221.08,0,16,1,0
560.32,0,13,1,0
8707.48,0,4,1,1
2389.78,1,22,1,0
865.78,0,16,1,0
1833.94,0,1,1,1
2138.63,1,8,1,0
7030.31,0,11,1,1
5291.24,0,18,1,1
5866.63,0,21,1,1
44.37,1,6,1,0
2152.47,0,8,1,0
2626.06,1,20,1,0
77.52,1,15,1,0
1203.41,0,19,1,0
5713.3,1,10,1,0
589.87,0,11,1,0
3065.54,0,14,1,0
969.32,0,17,1,0
48.78,0,18,1,0
1104.08,0,15,1,0
10000.0,0,14,1,1
6468.61,0,4,1,1
10000.0,1,10,1,0
2676.58,0,14,1,0
464.95,1,17,1,0
3175.93,0,12,1,0
2423.31,0,3,1,1
7440.76,0,16,1,1
412.93,0,3,1,1
2679.61,0,15,1,0
650.3,1,22,1,0
1570.25,1,14,1,0
5347.84,1,13,1,0
2585.19,0,11,1,0
1885.7,1,2,1,0
2006.65,0,9,1,0
2460.65,0,7,1,0
6148.78,1,5,1,0
8905.63,1,21,1,0
10000.0,0,13,1,1
6184.04,0,16,1,1
1515.72,0,20,1,0
4660.74,1,18,1,0
2302.19,0,15,1,0
1175.72,1,14,1,0
7352.17,0,14,1,1
156.74,0,0,1,1
9281.45,0,23,1,1
2475.7,0,22,1,0
4055.63,0,22,1,0
4307.64,1,11,1,0
9019.67,1,9,1,0
4049.77,1,13,1,0
3806.98,1,9,1,0
275.91,1,9,1,0
2922.63,0,19,1,0
650.87,1,10,1,0
5349.01,0,21,1,1
2871.58,0,15,1,0
4560.59,0,8,1,0
170.26,0,14,1,0
354.42,0,13,1,0
5039.68,1,18,1,0
299.26,0,8,1,0
295.69,0,3,1,1
48.73,0,20,1,0
10000.0,0,6,1,1
5350.14,0,21,1,1
1743.19,0,7,1,0
1406.95,0,23,1,1
1721.31,0,7,1,0
5960.46,1,18,1,0
4331.4,1,14,1,0
819.23,0,15,1,0
765.17,0,21,1,0
414.32,0,22,1,0
4318.8,1,8,1,0
5782.02,0,11,1,1
1231.79,0,15,1,0
84.67,1,3,1,0
342.98,0,4,1,1
10000.0,0,7,1,1
1400.75,0,0,1,0
5865.22,1,5,1,0
3919.73,1,14,1,0
1924.68,1,3,1,0
921.11,0,20,1,0
517.64,0,10,1,0
3818.18,1,4,1,0
5960.11,1,17,1,0
4130.22,0,23,1,0
3022.66,1,14,1,0
171.43,0,17,1,0
10000.0,0,19,1,1
6412.12,1,12,1,0
1385.89,0,4,1,0
10000.0,1,0,1,0
3684.02,0,21,1,0
3493.14,0,17,1,0
5514.47,1,13,1,0
6680.36,1,4,1,0
4274.02,0,5,1,1
548.3,0,23,1,0
1651.58,1,15,1,0
10000.0,0,21,1,1
1017.59,1,20,1,0
1861.92,1,11,1,0
2263.08,0,19,1,0
2315.03,0,17,1,0
3796.7,0,1,1,0
10000.0,1,22,1,0
1101.39,0,20,1,0
518.16,0,22,1,0
879.95,0,12,1,0
8718.81,0,16,1,1
4151.7,0,16,1,0
1346.97,0,15,1,0
6770.12,1,20,1,0
7903.79,1,17,1,0
7496.59,1,7,1,0
10000.0,0,2,1,1
1162.7,0,16,1,0
5626.67,1,17,1,0
2468.74,0,22,1,0
7380.6,1,5,1,0
5215.04,1,7,1,0
5992.44,0,22,1,1
4270.34,1,12,1,0
781.28,1,7,1,0
3150.07,0,18,1,0
10000.0,0,5,1,1
10000.0,0,22,1,1
176.53,0,14,1,0
720.41,0,9,1,0
565.0,0,16,1,0
5178.22,1,0,1,0
6810.28,0,6,1,1
960.71,0,12,1,0
2819.69,1,2,1,0
7347.94,0,18,1,1
5279.05,1,14,1,0
3125.62,0,4,1,1
3569.79,0,10,1,0
2840.04,0,21,1,0
1412.72,1,17,1,0
3329.84,0,2,1,1
4670.37,1,5,1,0
8264.46,0,2,1,1
4045.61,0,4,1,1
5727.2,0,8,1,1
697.75,1,18,1,0
2476.3,1,12,1,0
37.5,0,5,1,1
1133.05,0,10,1,0
5185.25,0,20,1,1
10000.0,0,20,1,1
417.79,0,13,1,0
2053.28,1,5,1,0
6439.17,1,5,1,0
912.8,0,16,1,0
3239.49,0,10,1,0
5283.09,1,14,1,0
3828.3,1,8,1,0
833.14,0,20,1,0
1756.41,0,16,1,0
6126.05,0,23,1,1
3231.78,0,6,1,0
20.97,0,6,1,0
5725.01,0,20,1,1
143.8,1,0,1,0
5477.49,0,7,1,1
905.0,0,4,1,1
10000.0,0,18,1,1
1835.09,1,7,1,0
1583.63,1,16,1,0
644.85,0,18,1,0
1458.85,0,11,1,0
8370.94,1,22,1,0
10000.0,0,14,1,1
1837.42,0,3,1,1
2381.26,0,22,1,0
5121.56,0,11,1,1
8693.1,0,12,1,1
3596.2,1,13,1,0
1987.2,1,4,1,0
2128.35,0,21,1,0
4757.89,1,15,1,0
12.89,0,6,1,0
3866.02,0,14,1,0
1757.08,0,12,1,0
6323.35,1,15,1,0
390.41,0,11,1,0
3548.89,0,6,1,0
2623.2,1,15,1,0
4112.53,1,22,1,0
268.21,1,22,1,0
3469.85,0,12,1,0
3297.44,0,22,1,0
3289.93,0,2,1,1
3700.19,0,14,1,0
4513.83,1,2,1,0
6538.8,0,6,1,1
1257.86,0,17,1,0
6973.01,1,13,1,0
2758.66,0,17,1,0
320.76,0,18,1,0
241.34,1,13,1,0
1627.29,1,19,1,0
6146.55,1,5,1,0
4919.64,0,7,1,0
6216.3,0,6,1,1
2913.18,1,19,1,0
2320.7,0,17,1,0
638.11,0,17,1,0
1591.14,1,14,1,0
2276.78,0,19,1,0
371.1,1,21,1,0
996.98,0,18,1,0
3647.46,0,21,1,0
5322.12,0,20,1,1
10000.0,1,20,1,0
10000.0,0,1,1,1
4115.21,0,7,1,0
2187.53,1,20,1,0
4044.36,1,10,1,0
6160.61,1,17,1,0
503.78,0,22,1,0
2109.89,0,12,1,0
7325.39,1,8,1,0
1936.95,1,8,1,0
3393.33,0,16,1,0
3544.69,0,6,1,0
815.7,1,8,1,0
1799.14,0,21,1,0
1628.93,1,0,1,0
106.18,0,1,1,1
97.96,0,3,1,1
7127.96,1,13,1,0
1275.7,0,3,1,1
2919.9,0,1,1,0
1419.42,0,7,1,0
10000.0,0,17,1,1
1200.62,1,18,1,0
2246.07,1,13,1,0
8245.79,1,19,1,0
7378.96,0,9,1,1
823.68,0,16,1,0
6490.97,0,7,1,1
2451.34,1,13,1,0
2638.61,1,20,1,0
573.08,1,22,1,0
336.14,0,7,1,0
5206.92,0,4,1,1
2744.38,0,15,1,0
2296.84,0,7,1,0
5230.05,0,9,1,1
5801.42,1,7,1,0
692.22,0,8,1,0
3768.74,0,17,1,0
581.74,0,2,1,1
5567.24,1,16,1,0
4279.58,0,19,1,0
10000.0,1,14,1,0
285.8,1,20,1,0
234.99,0,16,1,0
1326.19,1,7,1,0
1213.65,0,1,1,1
1134.65,0,16,1,0
9468.69,1,17,1,0
1148.31,1,4,1,0
1269.54,0,8,1,0
5698.45,0,8,1,1
2389.46,0,1,1,1
5997.15,0,1,1,1
270.4,0,18,1,0
2674.37,0,22,1,0
136.77,0,2,1,1
258.81,1,16,1,0
9476.5,0,13,1,1
599.78,0,13,1,0
3040.75,0,13,1,0
2117.97,1,5,1,0
1706.82,0,2,1,1
9203.68,0,0,1,1
88.26,0,15,1,0
4360.07,1,3,1,0
10000.0,0,0,1,1
3285.45,1,16,1,0
10000.0,1,17,1,0
214.69,1,7,1,0
2170.6,1,1,1,0
1205.27,0,17,1,0
5249.51,0,15,1,1
10000.0,1,9,1,0
1185.71,0,7,1,0
4247.29,0,11,1,0
883.07,1,21,1,0
3332.67,0,15,1,0
2493.98,0,11,1,0
10000.0,0,10,1,1
3751.36,0,19,1,0
1720.1,1,18,1,0
484.59,0,0,1,1
655.95,0,2,1,1
1021.21,0,11,1,0
1155.89,1,8,1,0
7604.94,1,20,1,0
3295.05,0,21,1,0
2964.23,1,4,1,0
487.63,0,0,1,1
7868.44,1,9,1,0
5132.27,0,16,1,1
280.27,1,3,1,0
4921.75,0,14,1,0
3137.0,0,18,1,0
341.03,0,7,1,0
2452.18,1,22,1,0
2652.0,0,14,1,0
725.01,1,6,1,0
10000.0,0,14,1,1
7587.82,0,7,1,1
4422.82,0,22,1,0
2481.78,1,9,1,0
2122.52,0,17,1,0
4210.43,1,3,1,0
3153.63,1,14,1,0
257.19,1,10,1,0
2873.88,0,21,1,0
6567.92,1,2,1,0
2459.12,1,14,1,0
213.42,0,2,1,1
6172.32,1,14,1,0
899.4,0,5,1,1
1196.97,0,0,1,0
719.89,0,13,1,0
1603.19,0,15,1,0
5654.69,0,0,1,1
2930.76,0,20,1,0
917.06,1,16,1,0
8409.37,0,7,1,1
8467.14,0,17,1,1
8178.72,0,15,1,1
1091.42,0,5,1,1
2400.37,1,9,1,0
10000.0,0,9,1,1
5913.86,1,4,1,0
110.17,0,11,1,0
269.71,1,19,1,0
2493.97,0,16,1,0
9597.27,0,13,1,1
3094.84,1,13,1,0
2755.13,0,2,1,1
445.84,1,11,1,0
4277.54,1,19,1,0
6906.21,0,17,1,1
1914.85,0,11,1,0
5977.51,0,1,1,1
10000.0,1,1,1,0
911.45,1,16,1,0
2963.72,0,9,1,0
1353.87,0,17,1,0
6297.33,0,21,1,1
3447.15,1,18,1,0
4026.86,0,20,1,0
6396.25,0,0,1,1
2016.53,1,23,1,0
9864.66,0,3,1,1
3045.95,0,3,1,1
687.69,1,1,1,0
4761.58,1,18,1,0
6305.2,0,20,1,1
1523.65,0,11,1,0
7784.66,0,9,1,1
9463.94,0,12,1,1
1296.86,1,21,1,0
10000.0,0,22,1,1
606.6,1,19,1,0
902.67,1,22,1,0
814.47,0,14,1,0
8976.88,0,2,1,1
4248.65,0,22,1,0
659.99,1,19,1,0
2321.58,1,12,1,0
3821.15,0,7,1,0
348.62,1,6,1,0
8562.42,0,23,1,1
6510.48,1,7,1,0
2814.46,0,17,1,0
10000.0,0,8,1,1
2163.5,1,5,1,0
10000.0,0,3,1,1
4409.52,0,14,1,0
4027.83,0,4,1,1
725.87,0,4,1,1
8545.83,0,6,1,1
2230.9,1,8,1,0
708.06,0,6,1,0
50.75,0,8,1,0
3281.7,1,19,1,0
2998.02,0,9,1,0
5082.64,0,3,1,1
8838.49,1,5,1,0
330.95,1,23,1,0
5259.57,1,13,1,0
830.12,1,8,1,0
7812.7,0,0,1,1
6838.44,1,16,1,0
3113.02,0,12,1,0
4954.85,1,23,1,0
1509.55,0,6,1,0
2548.34,1,8,1,0
6895.74,1,10,1,0
2459.31,1,2,1,0
1771.41,0,11,1,0
2726.55,0,20,1,0
7046.84,1,2,1,1
1633.12,1,14,1,0
763.49,0,20,1,0
4979.37,1,9,1,0
6994.3,1,0,1,0
424.28,0,13,1,0
1097.08,1,19,1,0
612.47,0,5,1,1
1710.48,0,1,1,1
2393.9,0,22,1,0
5526.44,0,7,1,1
4212.43,1,0,1,0
3880.12,0,3,1,1
1737.77,1,3,1,0
7366.68,1,4,1,0
2549.24,1,19,1,0
10000.0,0,8,1,1
4022.04,1,22,1,0
539.91,0,12,1,0
4510.24,0,17,1,0
1572.79,0,16,1,0
4637.62,0,0,1,1
288.74,1,21,1,0
768.91,0,14,1,0
7744.48,1,1,1,0
1030.83,0,15,1,0
7257.03,0,19,1,1
1310.0,1,21,1,0
4118.76,1,4,1,0
4738.65,0,21,1,0
2875.13,0,18,1,0
1457.16,0,4,1,0
956.3,0,1,1,1
135.01,1,6,1,0
1449.31,1,2,1,0
4235.6,0,16,1,0
10000.0,1,23,1,0
